source_file,incident_uuid,file_id,incident_id,location_street,location_city,location_county,location_state,location_zip,location_type,document_id,case_id
d665f258f3dbe0317d46c3b071dba035_gpt-4o-mini_20260220.txt,fc2ad34d-90ae-4bca-a941-0da86097cf06,d665f258f3dbe0317d46c3b071dba035,1,,Tijuana,,CA,,Street,e1116ea1d8ff3c2004d18040d77cc36a,2a17b6977ee32a7f6cf85f50a84718c1
dfd197e8d5f2fe3a2e91ba8af9f2dec0_gpt-4o-mini_20260220.txt,742f4d32-75da-4464-a6e1-a67d703dd7a8,dfd197e8d5f2fe3a2e91ba8af9f2dec0,1,Eucalyptus Avenue approaching McKinley Street,Rialto,San Bernardino,CA,,Street,b4e56fa21689ed7ff033066e90a9e472,8a33c0dc1a9eba20d7f3f561bab20a02
ad71157371aeb0b33f7270ffefebf39b_gpt-4o-mini_20260220.txt,7704bac0-dcbf-4942-99f1-2dc7978094fd,ad71157371aeb0b33f7270ffefebf39b,1,Clark County Family Court,Henderson,Clark,NV,,Court,be85197e99d52e0898b9136e50a8f310,4176e52e4611b747673fd3293ce3c3a7
ad71157371aeb0b33f7270ffefebf39b_gpt-4o-mini_20260220.txt,89d7e261-ea11-4ab7-937c-e0aa1ce6bd85,ad71157371aeb0b33f7270ffefebf39b,2,Henderson Jail,Henderson,Clark,NV,,Jail,be85197e99d52e0898b9136e50a8f310,4176e52e4611b747673fd3293ce3c3a7
ad71157371aeb0b33f7270ffefebf39b_gpt-4o-mini_20260220.txt,d4340c49-2a6e-4d2c-a429-18f0a60a4960,ad71157371aeb0b33f7270ffefebf39b,3,Clark County Detention Center,Las Vegas,Clark,NV,,Jail,be85197e99d52e0898b9136e50a8f310,4176e52e4611b747673fd3293ce3c3a7
66744f6f734c4371e86c286ad552cc49_gpt-4o-mini_20260220.txt,d99f7098-78d8-4552-9e9e-c80fd611d705,66744f6f734c4371e86c286ad552cc49,1,2000 block of E. Florida Ave.,Hemet,Riverside County,CA,,Street,986b8201e34c7709a84764a09c7509f6,6933f334b90d175605659f37e1ee72b9
3bcaaeff1f2101306a7a77c284d0759e_gpt-4o-mini_20260220.txt,558d256f-526e-4e91-828c-f94a819cb74a,3bcaaeff1f2101306a7a77c284d0759e,1,1711 W. Sloan Road,Pahrump,Clark County,NV,89060,Home,501f2ee9182561fe9641adb1383c68e4,1cd8333b10106e4eb4106323c939d648
3bcaaeff1f2101306a7a77c284d0759e_gpt-4o-mini_20260220.txt,e852e715-618d-417d-b918-071c2358572b,3bcaaeff1f2101306a7a77c284d0759e,2,426 C. Avenue South,Beatty,Clark County,NV,89003,Court,501f2ee9182561fe9641adb1383c68e4,1cd8333b10106e4eb4106323c939d648
e453602d027aa834c3967b5f75053311_gpt-4o-mini_20260220.txt,8119e2d7-40ff-439f-8194-e5a0ea94b782,e453602d027aa834c3967b5f75053311,1,Story Road and Clemence Avenue,San Jose,,CA,,Street,4ea98987a6a4da5705f051f3d1c084b0,d293f5f1fb38aa39a9c1e6ffcc87aea8
2c0bd6414a677d205263550d609c8083_gpt-4o-mini_20260220.txt,62e0f641-8d64-4362-adac-60de9443f18a,2c0bd6414a677d205263550d609c8083,1,"1800 Burbank Boulevard, Suite 310",Carson,Los Angeles County,CA,,Home,d7cf8b6f9706dff9519ce2fe541dd8a3,aa06e8da0018d9e792b83189d7f57545
2c0bd6414a677d205263550d609c8083_gpt-4o-mini_20260220.txt,746bab65-18fd-4806-9161-c216e457bebb,2c0bd6414a677d205263550d609c8083,2,,Carson,Los Angeles County,CA,,Police station,d7cf8b6f9706dff9519ce2fe541dd8a3,aa06e8da0018d9e792b83189d7f57545
a3955b88cd0c437be695ae32122bcb8e_gpt-4o-mini_20260220.txt,459ceff5-f61f-4b21-a9f7-0ed18223e32f,a3955b88cd0c437be695ae32122bcb8e,1,"723, 731 and 745 E. Route 66",Glendora,,CA,,Business,7ebb502ebdc7cb90145d381e6cf81472,256b27a4bcbf0d955eea8311346f20a0
a3955b88cd0c437be695ae32122bcb8e_gpt-4o-mini_20260220.txt,04bc217c-6f00-4db8-9a06-ea1df52a52f6,a3955b88cd0c437be695ae32122bcb8e,2,North Glendora Avenue,Glendora,,CA,,Home,7ebb502ebdc7cb90145d381e6cf81472,256b27a4bcbf0d955eea8311346f20a0
81794d4c6d1893c8b37fe669de7a8a78_gpt-4o-mini_20260220.txt,836c2ecb-7b3c-420a-a51f-fb6eb78e0069,81794d4c6d1893c8b37fe669de7a8a78,1,,Sacramento,Sacramento County,CA,,Public park,56f7f7390505d93a3d65c1a062a5b1c0,493cc6fe7f905fceee3aaf2b85adb220
81794d4c6d1893c8b37fe669de7a8a78_gpt-4o-mini_20260220.txt,413ab192-a3e9-45ae-9c00-260afef282fc,81794d4c6d1893c8b37fe669de7a8a78,2,,Sacramento,Sacramento County,CA,,Jail,56f7f7390505d93a3d65c1a062a5b1c0,493cc6fe7f905fceee3aaf2b85adb220
d9d36d15001d6760a60f3e02612fc6ef_gpt-4o-mini_20260220.txt,29644b26-7e7e-4e16-91ca-10460a5ce6c0,d9d36d15001d6760a60f3e02612fc6ef,1,2255 N Buena Vista St,Burbank,,CA,91504,Parking lot,63945395a4db327f93c1999faaa59a5a,87146b74edff14d1d0551dd077694caf
3b417c568b94c9095899a98b625965d1_gpt-4o-mini_20260220.txt,5741fe1f-39f7-4e5d-bdfb-19211905a190,3b417c568b94c9095899a98b625965d1,1,,Oceanside,San Diego,CA,,Street,f8a7916928c8233f1adadf0fc382971a,097371469cdbe26dbd95b40cd651fe8a
3b417c568b94c9095899a98b625965d1_gpt-4o-mini_20260220.txt,6116c8d7-f9cf-40b4-83a2-c26538201c78,3b417c568b94c9095899a98b625965d1,2,,Vista,San Diego,CA,,Jail,f8a7916928c8233f1adadf0fc382971a,097371469cdbe26dbd95b40cd651fe8a
0c694a40379ec46e8f1524caaf008226_gpt-4o-mini_20260220.txt,280d1762-4d33-4ced-9a92-fdd7d83d6d8d,0c694a40379ec46e8f1524caaf008226,1,"600 Anton Blvd., Suite 650",Costa Mesa,Orange,CA,92626,Prison,3fc8b4aea493d9bd73538c91ce5cb0aa,281ca7574cbdbc42753f0c7e6de5a187
0c694a40379ec46e8f1524caaf008226_gpt-4o-mini_20260220.txt,9f40b2df-0b33-4254-acc1-6b1d6cc4cac3,0c694a40379ec46e8f1524caaf008226,2,"Federal Detention Center, Seattle-Tacoma",Seattle-Tacoma,,WA,,Prison,3fc8b4aea493d9bd73538c91ce5cb0aa,281ca7574cbdbc42753f0c7e6de5a187
0c694a40379ec46e8f1524caaf008226_gpt-4o-mini_20260220.txt,e1305035-a2a5-46c0-acda-fbfa93036d6f,0c694a40379ec46e8f1524caaf008226,3,Legacy Emanuel Medical Center,Portland,,OR,,Hospital,3fc8b4aea493d9bd73538c91ce5cb0aa,281ca7574cbdbc42753f0c7e6de5a187
092d3c10ab4f0c6e3ee87ff81daeab96_gpt-4o-mini_20260220.txt,3626cba2-6b7c-4f16-a836-6ac22d6df950,092d3c10ab4f0c6e3ee87ff81daeab96,1,Harbor Boulevard and Trask Avenue,Garden Grove,Orange,CA,,Street,2b680d6773298a9d6ac865899245975d,b464a0fa6f48afa3d918216a1c4d78bb
251e66d3f3eb9e316f112a016c1dd674_gpt-4o-mini_20260220.txt,17ab4145-e7c9-49a1-b557-3454c7634133,251e66d3f3eb9e316f112a016c1dd674,1,Cashew,Brea,Orange County,CA,92821,Home,a09418ddbcb72b8d972f13206fd593a1,9258dc1b13ff6faf92c200b8bfbf69de
cb53ca916374faf21f16fe2c33d99c65_gpt-4o-mini_20260220.txt,f1a2afd0-94fd-4435-a438-4250b3454ef1,cb53ca916374faf21f16fe2c33d99c65,1,9182 West Olympic Blvd.,Beverly Hills,Los Angeles County,CA,,Business,8d1efc96c3c30690cd8bed2290792eb3,9752bb644339d35a64b3692dbf9d8a56
2ec58fa1481f3feb58f02b90c30912e2_gpt-4o-mini_20260220.txt,b0479352-c138-4eff-a992-64d12cf3c6b8,2ec58fa1481f3feb58f02b90c30912e2,1,8215 Rainbow Heights,Fallbrook,,CA,,Prison,a7150c15590289514d0e93076f2c0137,f7541ce6d2357c2ed587ffbde867113b
2ec58fa1481f3feb58f02b90c30912e2_gpt-4o-mini_20260220.txt,11f74ba4-1d28-4d0d-8c9c-1d6fb71d1400,2ec58fa1481f3feb58f02b90c30912e2,2,,,,,,Prison,a7150c15590289514d0e93076f2c0137,f7541ce6d2357c2ed587ffbde867113b
2ec58fa1481f3feb58f02b90c30912e2_gpt-4o-mini_20260220.txt,50ee5333-c50c-4ba9-9d7f-64d0de99c61d,2ec58fa1481f3feb58f02b90c30912e2,3,,,,,,Prison,a7150c15590289514d0e93076f2c0137,f7541ce6d2357c2ed587ffbde867113b
2ec58fa1481f3feb58f02b90c30912e2_gpt-4o-mini_20260220.txt,6ddf31a8-5398-4124-8d73-7c6333f50c65,2ec58fa1481f3feb58f02b90c30912e2,4,,,,,,Prison,a7150c15590289514d0e93076f2c0137,f7541ce6d2357c2ed587ffbde867113b
2ec58fa1481f3feb58f02b90c30912e2_gpt-4o-mini_20260220.txt,e4c3c18c-f877-4785-82af-c218bebfbc6c,2ec58fa1481f3feb58f02b90c30912e2,5,,,,,,Prison,a7150c15590289514d0e93076f2c0137,f7541ce6d2357c2ed587ffbde867113b
e4f6fc2b331b21ed2d0e4716f2ea6fdc_gpt-4o-mini_20260220.txt,aa51108f-3e39-4883-b195-7729ba1f8bfd,e4f6fc2b331b21ed2d0e4716f2ea6fdc,1,Fig Street and 5th Avenue,Moses Lake,Grant,WA,,Street,68e88f14f54730c987df051e4a289396,073e3a56b6fbb2ec60cf0166bb33f64f
239dbe5ce6ce7c2a85f04cd0bae33e03_gpt-4o-mini_20260220.txt,dffb692d-7319-46b5-b1d3-3f2dfc55eec3,239dbe5ce6ce7c2a85f04cd0bae33e03,1,,Independence,Jackson County,MO,,Vehicle,0f964ac09ba9d1ead196d01e97061988,df1292759923334f1017fe40d3c9294b
4b7ab6e5360d1826c3da87b16d37c41b_gpt-4o-mini_20260220.txt,8e6418e7-fb01-49cd-9c1d-024fc50bdb9b,4b7ab6e5360d1826c3da87b16d37c41b,1,2575 Glen Helen Parkway,Devore,San Bernardino,CA,,Business,e4ade13cfdd19cabe8f207bb7cf52fa7,e61d3752525a77a58f11adbcc7979697
1b4334934d82fc2fced4e09183f3ea7e_gpt-4o-mini_20260220.txt,5f881414-3391-49c3-b899-07ea2898aecd,1b4334934d82fc2fced4e09183f3ea7e,1,,Oceanside,Riverside,CA,92054,Jail,c50acc19dad2092d4347c23e58a20797,a62f138f7d90cd10271e896412e6b0f2
4cc91300ab666e11fecf10aa9a5f8577_gpt-4o-mini_20260220.txt,1139ab90-100c-422d-b6d7-2790cffdda7c,4cc91300ab666e11fecf10aa9a5f8577,1,3356 Blossom Drive,Perris,Riverside,CA,,Home,b21002962bd38ec6365c255eacc912db,f74fcd9269cbf4ef2c4d19bd78f3f511
f116f089c328592348c17de4a997ff95_gpt-4o-mini_20260220.txt,7bd8b19c-0f7d-4f5e-a81a-e74486805dc0,f116f089c328592348c17de4a997ff95,1,Boulder Highway,Las Vegas,Clark,NV,,Business,17b14f57ac4b3ff9d866f5719256fe60,da6d198bbdfec51336ee6439b6565986
08632344343c1817b7836f07e5b2c144_gpt-4o-mini_20260220.txt,08826949-f8ac-4be4-af24-f6fa99e68411,08632344343c1817b7836f07e5b2c144,1,"3777 Long Beach Blvd., Third Floor",Long Beach,San Bernardino,CA,90807,Home,0824dd39c88122a49a762e7515fa6ba7,3c3028714b00871f96919b76634b504c
35beb76bd5c71205d111e921f3fff1be_gpt-4o-mini_20260220.txt,68936c35-68c5-4096-940f-5d4f043e8d7c,35beb76bd5c71205d111e921f3fff1be,1,Sand Creek/Deer Valley,Antioch,Contra Costa,CA,,Hospital,ef4815925c856fbdb18851e848b43d53,30850b4bfa485f1c0b9a6bbe25b13336
e1ef562b756a030208c1d4da5c5c3798_gpt-4o-mini_20260220.txt,a2d94cd2-ad75-437d-a795-3db1fc316f14,e1ef562b756a030208c1d4da5c5c3798,1,5400 block of Indian Rose Street,North Las Vegas,Clark,NV,,Street,6e4a2a6b28052d60bc82019e28a86c1a,44d68aa149d0cd1ce135d5013a5f5e66
9f22e1dca41e541e65ff02a35b5cf59c_gpt-4o-mini_20260220.txt,55067177-5086-47a2-8c17-bb4b4b9d4098,9f22e1dca41e541e65ff02a35b5cf59c,1,,Mt. Vernon,Lawrence County,MO,,Other,904479e5b08b4f09a5e9a3caee226920,aa3df0015f42fcdbb9f32e4601bf8bf9
9f22e1dca41e541e65ff02a35b5cf59c_gpt-4o-mini_20260220.txt,f873719b-e99e-4fb5-848c-251343457992,9f22e1dca41e541e65ff02a35b5cf59c,2,,,,,,,904479e5b08b4f09a5e9a3caee226920,aa3df0015f42fcdbb9f32e4601bf8bf9
9f22e1dca41e541e65ff02a35b5cf59c_gpt-4o-mini_20260220.txt,f06853c2-273f-4603-82ad-797ef3b26eb6,9f22e1dca41e541e65ff02a35b5cf59c,3,,,,,,,904479e5b08b4f09a5e9a3caee226920,aa3df0015f42fcdbb9f32e4601bf8bf9
7bbb93bd44d2e175b785c382161de01c_gpt-4o-mini_20260220.txt,fb0bf43a-a919-4394-a6ca-1e214678cbf7,7bbb93bd44d2e175b785c382161de01c,1,Highland Avenue and Cedar Street,San Bernardino,San Bernardino,CA,,Street,1e2cc5153f17abf26c2002df6b7a9b80,080c4ec86e7f9729e1fa9f0411f61bfe
7bbb93bd44d2e175b785c382161de01c_gpt-4o-mini_20260220.txt,4090d1c4-33d0-4e67-b51b-d515ba023d24,7bbb93bd44d2e175b785c382161de01c,2,,San Bernardino,San Bernardino,CA,,Jail,1e2cc5153f17abf26c2002df6b7a9b80,080c4ec86e7f9729e1fa9f0411f61bfe
3f82419eff9ec3cbcc6b2bb88d616d89_gpt-4o-mini_20260220.txt,57849aea-c83d-462a-9869-dc80fac746cc,3f82419eff9ec3cbcc6b2bb88d616d89,1,1007 West D Street,Ontario,San Bernardino,CA,,Home,8487cc0792ebf794daa22059b3edf0c6,615ee0eb7c95f98f42cdb6d3188c3b92
cc02bde0e5ddbe572ce8b011bd13aaff_gpt-4o-mini_20260220.txt,a0c13136-6965-4b64-aae2-74bccc6c1a02,cc02bde0e5ddbe572ce8b011bd13aaff,1,9182 West Olympic Boulevard,Beverly Hills,Los Angeles County,CA,,Business,b729f6675e424d263a5914f0193a6a38,2fc162a8b0d63b23dda3a4643a3c3f5d
c17abde2b7070e05bbc6ef1d947510f7_gpt-4o-mini_20260220.txt,28434b4c-b30d-4fc9-991f-e8d04d17153d,c17abde2b7070e05bbc6ef1d947510f7,1,10 Freeway,Pomona,Los Angeles,CA,,Highway,3f7460bde57b2e693b70f447ef3bcf7f,466df860468c31cc66a0b77f649947b7
c17abde2b7070e05bbc6ef1d947510f7_gpt-4o-mini_20260220.txt,ba329af7-4f57-48df-b029-00e2c9a536fd,c17abde2b7070e05bbc6ef1d947510f7,2,,,Los Angeles,CA,,Jail,3f7460bde57b2e693b70f447ef3bcf7f,466df860468c31cc66a0b77f649947b7
edf437c8ac7e345b690fcfc563dc526c_gpt-4o-mini_20260220.txt,f13c919e-688b-48e3-8f62-80d5685ec544,edf437c8ac7e345b690fcfc563dc526c,1,301 Montara Rd.,Barstow,San Bernardino,CA,,Parking lot,42fe926790a82ef96a9df38f5d85b09b,bc22340b893f9fac94f6b0cdd61179c8
141cbb97030dcf4e18fcb81fb3ef90e7_gpt-4o-mini_20260220.txt,47e3b3dd-ba95-4cb2-ba5c-91f3ee1b7f96,141cbb97030dcf4e18fcb81fb3ef90e7,1,224 S. Howard Street,Spokane,Spokane,WA,,Business,e9ba231e9e9c8077aedd2f01660c5900,fcb50133aa53c15a6f50a03995083203
0c3d7301bd21fcee22cdee839b857424_gpt-4o-mini_20260220.txt,59dbad7b-0419-4f47-89dd-3e03d5bc84aa,0c3d7301bd21fcee22cdee839b857424,1,,Stanton,Orange,CA,,Parking lot,12c771ecd51490b5db890864d9e88ade,b21ceb9a3d91947471ba365409d49bf0
ae86cc4c373edda8d3525f6dacae3f04_gpt-4o-mini_20260220.txt,a2e72437-2675-4426-9d02-9528efbbaaad,ae86cc4c373edda8d3525f6dacae3f04,1,515 W. Moreland Blvd.,Waukesha,Waukesha County,WI,53188,Court,5b9e929906fe5fd7fb36e2bc61c94db0,7ad6c822a7f9611a93e8792c67268241
715d4f99d5e3020dfb4b47d355dd1b11_gpt-4o-mini_20260220.txt,559482ba-912d-4979-80fa-a4c1310b70bd,715d4f99d5e3020dfb4b47d355dd1b11,1,1069 O’Farrell Court,Salinas,Monterey,CA,3907,Home,649f1c5f158f33cf6394f92392b9a38f,805621b5f43053747e54f5c84b37f282
13af8a9059ac7bcaf587a485028c747f_gpt-4o-mini_20260220.txt,dabd717f-66d5-4368-a537-2d0bf4f35811,13af8a9059ac7bcaf587a485028c747f,1,275 South Harbor Boulevard,Anaheim,Orange,CA,,Parking lot,6c470659bc1b6b8f361bcc84c121c10b,fc548bb221479555ea1694d5f843966e
16d6a577b95123ed20f607d05e32a675_gpt-4o-mini_20260220.txt,1ad98425-7bc4-4f03-b744-f6873ed97617,16d6a577b95123ed20f607d05e32a675,1,,Phoenix,,AZ,,Other,aeaa287d82408b58cffaa97d4aa5c038,f8e1985720488c309e299bc82286c2fa
856995810b5d0e7ed8135f5e4cd66c57_gpt-4o-mini_20260220.txt,8d9754f5-b52f-4f71-9ba0-dc726987f847,856995810b5d0e7ed8135f5e4cd66c57,1,,Hilo,Hawaii,HI,,Home,eb78a0219e9eb41e31a780916f900a15,338d8ce54bd45e5c1ff4c606254c1e6f
856995810b5d0e7ed8135f5e4cd66c57_gpt-4o-mini_20260220.txt,3676c108-f9d4-4178-b85d-6f52a6a03a06,856995810b5d0e7ed8135f5e4cd66c57,2,,Hilo,Hawaii,HI,,Police station,eb78a0219e9eb41e31a780916f900a15,338d8ce54bd45e5c1ff4c606254c1e6f
856995810b5d0e7ed8135f5e4cd66c57_gpt-4o-mini_20260220.txt,6055862b-c586-495c-9925-d749a4bae194,856995810b5d0e7ed8135f5e4cd66c57,3,,Hilo,Hawaii,HI,,Court,eb78a0219e9eb41e31a780916f900a15,338d8ce54bd45e5c1ff4c606254c1e6f
d7adcc49d17a5a226aa036721365614a_gpt-4o-mini_20260220.txt,b8736bd1-fa1b-4bc3-9cac-788540960195,d7adcc49d17a5a226aa036721365614a,1,487 S. Gilbert Rd. #106-609,Gilbert,,AZ,85295,Home,2061f46470f6889d8e0a2c1652388a22,d0a33b29e34c8061c8f773854593f716
d7adcc49d17a5a226aa036721365614a_gpt-4o-mini_20260220.txt,498ea269-9387-42b0-865f-656fa7cffd2e,d7adcc49d17a5a226aa036721365614a,2,,,,,,,2061f46470f6889d8e0a2c1652388a22,d0a33b29e34c8061c8f773854593f716
66a3c3caaeb8436dda189b319b87fdba_gpt-4o-mini_20260220.txt,4e7ccd79-1ed6-4b7e-83da-840b50b35ddb,66a3c3caaeb8436dda189b319b87fdba,1,4617 Robertson Avenue,,Sacramento County,CA,,Home,11dc1c160d0544e0eca8877a152bf613,4c1f854ead269300ea1f0a292f765076
66a3c3caaeb8436dda189b319b87fdba_gpt-4o-mini_20260220.txt,2cca5c85-67e0-4c25-b333-30aaa407e4cb,66a3c3caaeb8436dda189b319b87fdba,2,,,,,,,11dc1c160d0544e0eca8877a152bf613,4c1f854ead269300ea1f0a292f765076
ac8dfd89e07131327f9dd6b2c094e4a7_gpt-4o-mini_20260220.txt,2f57c264-9f6b-400d-9e7a-64ae9297b2f6,ac8dfd89e07131327f9dd6b2c094e4a7,1,71 Highway,Kansas City,Jackson County,MO,,Highway,3b65e4bcd3c779742123e48ffbbd91de,0a1e6ccedfa3849afa29374df7b7a5fd
e78b5729b9cacc79c652b107177eb45e_gpt-4o-mini_20260220.txt,2a030db6-3a6f-455f-89a8-604a5e44d45a,e78b5729b9cacc79c652b107177eb45e,1,10 Street and Holguin Street,Lancaster,Riverside,CA,,Street,9e915a6aa342090e28e82e78ede79f4a,bd84a37ff8e5c6e5da431ec78dceb970
bac7cfe0270e6a911db91cd373b02e96_gpt-4o-mini_20260220.txt,ef2ea696-f568-47a4-bcb6-10c0d0173bbf,bac7cfe0270e6a911db91cd373b02e96,1,Anchorage Correctional Center,Anchorage,,AK,,Jail,7ad7936eb851691c6dd295caebb038fa,5975661cef7d03bac9b1da848e3d23ce
e9975f60b97a38dc3b7b854501830321_gpt-4o-mini_20260220.txt,48b6b177-81eb-4045-bf57-a961b88155a1,e9975f60b97a38dc3b7b854501830321,1,1800 block of East Lakeshore Drive,Lake Elsinore,Riverside,CA,,Home,be793ff47c908e9cb68fdc2e60fc4b07,caf5131187b0d027f41f4839cccc4ecd
dbf8dd6ff490214de2bdd35403148ed3_gpt-4o-mini_20260220.txt,a33e7622-a6d0-4045-ab9f-2476ed0fc7f0,dbf8dd6ff490214de2bdd35403148ed3,1,Rosewood Avenue,Los Angeles,,CA,,Street,fc6e68af34e27750876ed0166da1aae8,544ec10cc63da33c802deed21531e4db
dbf8dd6ff490214de2bdd35403148ed3_gpt-4o-mini_20260220.txt,aefd18eb-82b1-4ddf-bcb3-4e05dfaaa806,dbf8dd6ff490214de2bdd35403148ed3,2,Micheltorena,Los Angeles,,CA,90026,Street,fc6e68af34e27750876ed0166da1aae8,544ec10cc63da33c802deed21531e4db
dbf8dd6ff490214de2bdd35403148ed3_gpt-4o-mini_20260220.txt,dca3ea2b-aa13-4113-add1-f3ab1dc9a506,dbf8dd6ff490214de2bdd35403148ed3,3,Comanche Avenue,Los Angeles,,CA,,Street,fc6e68af34e27750876ed0166da1aae8,544ec10cc63da33c802deed21531e4db
ca8c3c8dfdec3e0051e4b270724fbcba_gpt-4o-mini_20260220.txt,eb06a724-2ff7-4892-9b26-5dd67b8ab1e0,ca8c3c8dfdec3e0051e4b270724fbcba,1,United Parcel Service facility,Tukwila,King County,WA,,Business,3c89c28691300b67b3462934f92133de,3a6a29166e930b62e4381cde0527a451
d92f97f9c8e1667e457ee6f8b7a351d2_gpt-4o-mini_20260220.txt,474eb565-01a2-49b0-bcbf-5d8423b7264e,d92f97f9c8e1667e457ee6f8b7a351d2,1,"81600 Fred Waring Drive, Space 216",Indio,Riverside,CA,92201,Home,1c113c909a81819cb8544d46faa5c7a5,761017295837ba6abbfff4f2785e2198
b8b9339dbbd88e1685dbb9143b76f734_gpt-4o-mini_20260220.txt,6a9d7ff0-39ef-407a-945c-e96b9241524a,b8b9339dbbd88e1685dbb9143b76f734,1,Cypress Street and Grand Avenue,Sacramento,Sacramento,CA,,Street,6b8f43dc18e10faed34e096e0fcc6286,c9c1f7a057ab328cc236c3aa0fdfd507
b8b9339dbbd88e1685dbb9143b76f734_gpt-4o-mini_20260220.txt,3a8087d0-12c1-4875-afc8-1b2a213206f4,b8b9339dbbd88e1685dbb9143b76f734,2,,Sacramento,Sacramento,CA,,Jail,6b8f43dc18e10faed34e096e0fcc6286,c9c1f7a057ab328cc236c3aa0fdfd507
ce5f46507fe3fd4363b3d28fc8e1ac02_gpt-4o-mini_20260220.txt,e1d610a7-ff61-4427-8fb6-72a3e30036bb,ce5f46507fe3fd4363b3d28fc8e1ac02,1,,Sonoma,,CA,95370,Jail,df68bd8a4daa4bb3b20ddde58c142155,86bdd7337b8935316b9ca014ad31a3f0
3093b0ed563c5f27e9b0ec7bb11377bb_gpt-4o-mini_20260220.txt,d1bfa824-a531-4ba6-b50e-7a4b5787c63a,3093b0ed563c5f27e9b0ec7bb11377bb,1,NW Yeon Ave #6315,Portland,,OR,97210,Home,c696ff56683e6fbba9da3c5bb94b6920,887d9c2dc0e9ed086d20beaee90264ec
3093b0ed563c5f27e9b0ec7bb11377bb_gpt-4o-mini_20260220.txt,42e274a6-d059-4ed5-b918-bad937bc788e,3093b0ed563c5f27e9b0ec7bb11377bb,2,,Baton Rouge,East Baton Rouge,LA,,Court,c696ff56683e6fbba9da3c5bb94b6920,887d9c2dc0e9ed086d20beaee90264ec
3093b0ed563c5f27e9b0ec7bb11377bb_gpt-4o-mini_20260220.txt,7812e0ae-aff5-45a6-ab7f-01942aedd51a,3093b0ed563c5f27e9b0ec7bb11377bb,3,,Baton Rouge,East Baton Rouge,LA,,Apartment,c696ff56683e6fbba9da3c5bb94b6920,887d9c2dc0e9ed086d20beaee90264ec
